Age,Gender,City,AreaType,AnnualIncome,CreditScore,LoanApproved
28,Male,Madurai,Semi-Urban,523817,638,1
44,Male,Madurai,Semi-Urban,606394,759,1
42,Male,Mumbai,Urban,385072,637,1
39,Male,Bengaluru,Urban,424919,715,1
57,Female,Madurai,Semi-Urban,954081,730,0
38,Male,Mumbai,Urban,879291,694,1
51,Female,Mumbai,Urban,701471,698,1
57,Female,Mumbai,Urban,721844,683,1
50,Female,Hyderabad,Urban,651132,611,0
62,Female,Delhi,Urban,585811,733,1
53,Female,Delhi,Urban,422428,657,0
30,Male,Mumbai,Urban,886121,721,1
57,Female,Madurai,Semi-Urban,969867,678,0
32,Female,Hyderabad,Urban,485459,703,1
50,Male,Delhi,Urban,815528,693,1
47,Female,Hyderabad,Urban,508325,656,1
59,Female,Trivandrum,Semi-Urban,436165,719,0
29,Female,Bengaluru,Urban,506213,613,1
41,Male,Chennai,Urban,517954,741,1
32,Male,Coimbatore,Semi-Urban,712745,735,1
49,Male,Chennai,Urban,503201,666,1
53,Male,Kochi,Semi-Urban,763153,692,1
63,Male,Pune,Urban,446060,667,1
35,Male,Delhi,Urban,580201,638,1
22,Female,Chennai,Urban,365598,675,0
59,Male,Hyderabad,Urban,331319,693,1
64,Male,Coimbatore,Semi-Urban,665466,746,1
38,Male,Hyderabad,Urban,613706,670,1
23,Male,Trivandrum,Semi-Urban,499965,680,0
27,Male,Coimbatore,Semi-Urban,406641,745,0
63,Male,Mumbai,Urban,359820,705,1
38,Male,Coimbatore,Semi-Urban,663668,610,1
64,Male,Hyderabad,Urban,454123,678,1
58,Male,Delhi,Urban,919051,721,1
57,Male,Kochi,Semi-Urban,628570,802,1
53,Male,Chennai,Urban,698901,689,1
64,Male,Hyderabad,Urban,875503,575,1
51,Male,Kochi,Semi-Urban,428126,588,0
31,Female,Kochi,Semi-Urban,683567,645,0
24,Female,Mumbai,Urban,694212,632,0
38,Male,Coimbatore,Semi-Urban,490430,721,1
24,Male,Mumbai,Urban,286883,773,1
54,Female,Madurai,Semi-Urban,162596,718,0
49,Male,Trivandrum,Semi-Urban,412593,725,0
44,Female,Hyderabad,Urban,817180,713,1
42,Female,Mumbai,Urban,437479,698,1
22,Female,Kochi,Semi-Urban,786162,641,0
64,Female,Madurai,Semi-Urban,441612,719,0
26,Female,Chennai,Urban,603115,661,1
62,Female,Delhi,Urban,700048,721,1
45,Female,Bengaluru,Urban,800298,701,1
41,Female,Hyderabad,Urban,502014,680,1
36,Female,Kochi,Semi-Urban,465978,642,0
51,Male,Bengaluru,Urban,198300,676,1
34,Male,Kochi,Semi-Urban,508311,650,1
59,Female,Madurai,Semi-Urban,1258433,593,0
48,Male,Pune,Urban,550666,624,1
52,Female,Chennai,Urban,309981,694,0
48,Female,Trivandrum,Semi-Urban,564013,549,0
29,Female,Pune,Urban,742348,798,1
42,Female,Bengaluru,Urban,474501,654,1
52,Female,Mumbai,Urban,376841,722,0
25,Male,Madurai,Semi-Urban,1102515,571,0
43,Female,Chennai,Urban,674392,631,1
25,Male,Pune,Urban,906326,733,1
62,Male,Delhi,Urban,519939,700,1
52,Male,Bengaluru,Urban,954679,660,1
30,Male,Mumbai,Urban,781485,779,1
59,Male,Hyderabad,Urban,702234,609,1
35,Male,Hyderabad,Urban,354251,734,1
27,Female,Delhi,Urban,452856,658,0
49,Female,Mumbai,Urban,690011,637,0
23,Male,Mumbai,Urban,530543,581,1
39,Male,Bengaluru,Urban,674508,588,1
30,Female,Coimbatore,Semi-Urban,504643,686,1
48,Female,Mumbai,Urban,684299,683,1
49,Female,Coimbatore,Semi-Urban,468949,641,0
35,Male,Coimbatore,Semi-Urban,690052,669,1
55,Female,Hyderabad,Urban,398297,672,0
26,Male,Bengaluru,Urban,531440,656,1
32,Female,Madurai,Semi-Urban,556998,629,0
58,Male,Trivandrum,Semi-Urban,419635,706,0
33,Male,Bengaluru,Urban,471652,742,1
49,Male,Trivandrum,Semi-Urban,656011,698,1
39,Male,Bengaluru,Urban,741568,701,1
23,Male,Bengaluru,Urban,650143,717,1
28,Female,Delhi,Urban,701351,668,1
28,Female,Bengaluru,Urban,617161,647,1
40,Male,Pune,Urban,461020,580,1
24,Male,Madurai,Semi-Urban,254628,652,0
41,Male,Kochi,Semi-Urban,494090,648,0
23,Female,Bengaluru,Urban,575675,627,0
28,Male,Hyderabad,Urban,474440,691,1
43,Male,Hyderabad,Urban,910571,670,1
36,Male,Mumbai,Urban,655279,701,1
33,Female,Chennai,Urban,581695,623,1
23,Male,Delhi,Urban,709414,603,1
29,Male,Mumbai,Urban,1004491,713,1
34,Female,Pune,Urban,543691,721,1
33,Female,Pune,Urban,407151,637,0
27,Female,Delhi,Urban,664369,662,1
35,Male,Kochi,Semi-Urban,370141,693,1
27,Male,Bengaluru,Urban,409328,708,1
58,Female,Chennai,Urban,884800,592,0
54,Female,Madurai,Semi-Urban,859161,729,0
61,Male,Trivandrum,Semi-Urban,730048,613,0
42,Male,Chennai,Urban,677974,609,1
44,Male,Delhi,Urban,355798,659,1
57,Male,Pune,Urban,438270,658,1
64,Female,Hyderabad,Urban,864605,681,1
21,Female,Chennai,Urban,498615,687,0
30,Male,Pune,Urban,440015,764,1
63,Male,Mumbai,Urban,562012,634,1
36,Female,Mumbai,Urban,715407,733,1
28,Male,Chennai,Urban,558499,606,1
45,Female,Madurai,Semi-Urban,564402,618,0
32,Female,Coimbatore,Semi-Urban,164385,632,0
45,Female,Mumbai,Urban,585837,583,1
37,Male,Bengaluru,Urban,799483,702,1
46,Male,Mumbai,Urban,586280,740,1
34,Male,Chennai,Urban,1013987,725,1
61,Male,Bengaluru,Urban,455537,602,0
56,Male,Mumbai,Urban,502096,793,1
43,Female,Bengaluru,Urban,465894,685,1
63,Female,Pune,Urban,460306,757,0
26,Female,Bengaluru,Urban,707384,673,1
25,Male,Mumbai,Urban,545018,673,1
63,Female,Chennai,Urban,988868,661,1
45,Female,Kochi,Semi-Urban,649435,783,1
38,Male,Bengaluru,Urban,425604,749,1
33,Female,Delhi,Urban,401477,677,1
63,Male,Coimbatore,Semi-Urban,933338,663,1
34,Male,Pune,Urban,644143,717,1
48,Male,Trivandrum,Semi-Urban,861047,586,0
38,Female,Bengaluru,Urban,613901,571,1
48,Female,Bengaluru,Urban,603175,628,0
47,Male,Trivandrum,Semi-Urban,867955,698,1
52,Male,Chennai,Urban,674558,733,1
29,Male,Mumbai,Urban,672356,617,1
60,Male,Pune,Urban,518945,756,1
52,Male,Coimbatore,Semi-Urban,774283,653,1
40,Male,Coimbatore,Semi-Urban,585147,701,1
48,Male,Madurai,Semi-Urban,488986,653,0
53,Female,Kochi,Semi-Urban,1030497,674,0
24,Male,Trivandrum,Semi-Urban,540078,770,1
54,Female,Hyderabad,Urban,441927,653,0
23,Male,Pune,Urban,827485,632,1
46,Male,Hyderabad,Urban,735744,713,1
28,Male,Delhi,Urban,467423,728,1
26,Male,Hyderabad,Urban,584229,604,1
36,Male,Bengaluru,Urban,733784,698,1
44,Female,Delhi,Urban,642260,706,1
59,Female,Hyderabad,Urban,757199,767,1
50,Male,Delhi,Urban,598683,659,1
33,Male,Delhi,Urban,763615,747,1
25,Female,Delhi,Urban,538215,688,1
45,Male,Bengaluru,Urban,470811,665,1
40,Female,Mumbai,Urban,810601,642,1
38,Female,Coimbatore,Semi-Urban,658216,704,1
38,Female,Hyderabad,Urban,737392,621,1
22,Male,Mumbai,Urban,844866,625,1
30,Male,Mumbai,Urban,485486,710,1
32,Male,Madurai,Semi-Urban,706475,772,1
33,Female,Kochi,Semi-Urban,1063998,609,0
31,Female,Bengaluru,Urban,567973,643,1
39,Female,Madurai,Semi-Urban,358721,694,0
55,Female,Coimbatore,Semi-Urban,764408,652,0
59,Female,Trivandrum,Semi-Urban,267043,585,0
46,Female,Mumbai,Urban,380470,637,0
34,Female,Trivandrum,Semi-Urban,601243,704,1
64,Female,Mumbai,Urban,594249,665,1
44,Male,Trivandrum,Semi-Urban,637643,698,1
61,Male,Madurai,Semi-Urban,1041376,611,0
21,Female,Madurai,Semi-Urban,616922,696,0
63,Male,Mumbai,Urban,484526,575,0
42,Male,Madurai,Semi-Urban,471771,719,1
43,Female,Bengaluru,Urban,508779,748,1
39,Female,Bengaluru,Urban,357259,610,0
38,Female,Delhi,Urban,712011,651,1
32,Male,Kochi,Semi-Urban,660340,605,1
48,Female,Chennai,Urban,693352,684,1
48,Male,Mumbai,Urban,760136,687,1
53,Female,Bengaluru,Urban,723854,613,0
39,Male,Delhi,Urban,323705,651,1
48,Female,Madurai,Semi-Urban,543754,733,0
57,Female,Trivandrum,Semi-Urban,551991,707,0
46,Male,Hyderabad,Urban,875451,689,1
55,Female,Pune,Urban,893022,734,1
54,Female,Kochi,Semi-Urban,514796,770,0
55,Male,Coimbatore,Semi-Urban,401743,686,0
60,Male,Kochi,Semi-Urban,631705,695,1
36,Male,Pune,Urban,536257,665,1
58,Male,Coimbatore,Semi-Urban,583288,688,1
33,Female,Delhi,Urban,843120,644,1
43,Female,Hyderabad,Urban,653775,595,1
42,Male,Kochi,Semi-Urban,504029,719,1
36,Male,Delhi,Urban,468232,714,1
48,Male,Kochi,Semi-Urban,312793,683,0
55,Male,Hyderabad,Urban,712481,686,1
28,Male,Mumbai,Urban,656437,645,1
64,Male,Delhi,Urban,712700,740,1
42,Male,Coimbatore,Semi-Urban,596642,619,1
41,Female,Trivandrum,Semi-Urban,388755,750,0
46,Female,Bengaluru,Urban,611138,709,1
60,Male,Chennai,Urban,827897,694,1
41,Female,Bengaluru,Urban,611649,697,1
45,Female,Bengaluru,Urban,928537,730,1
61,Female,Chennai,Urban,650449,651,1
21,Male,Coimbatore,Semi-Urban,993538,719,1
26,Female,Madurai,Semi-Urban,1009799,660,0
43,Female,Mumbai,Urban,420481,703,1
43,Male,Delhi,Urban,470658,601,1
63,Male,Trivandrum,Semi-Urban,508589,646,0
63,Female,Pune,Urban,258410,767,0
43,Female,Madurai,Semi-Urban,692792,746,1
52,Female,Bengaluru,Urban,687320,762,1
50,Female,Chennai,Urban,638421,737,1
33,Female,Bengaluru,Urban,355298,648,0
63,Male,Kochi,Semi-Urban,917697,654,1
38,Male,Trivandrum,Semi-Urban,223915,729,1
43,Female,Hyderabad,Urban,335404,733,1
35,Male,Madurai,Semi-Urban,777234,749,1
53,Male,Mumbai,Urban,663183,689,1
41,Female,Pune,Urban,477178,676,1
59,Female,Bengaluru,Urban,610996,739,1
43,Male,Bengaluru,Urban,625834,603,1
47,Male,Hyderabad,Urban,835521,671,1
64,Male,Bengaluru,Urban,356741,667,1
38,Male,Coimbatore,Semi-Urban,658379,667,1
44,Female,Bengaluru,Urban,815753,746,1
60,Male,Trivandrum,Semi-Urban,400388,710,0
62,Female,Bengaluru,Urban,589687,686,1
27,Female,Chennai,Urban,588207,603,0
40,Female,Coimbatore,Semi-Urban,277285,623,0
47,Male,Pune,Urban,658433,720,1
26,Male,Mumbai,Urban,670374,692,1
47,Male,Pune,Urban,899254,741,1
29,Male,Kochi,Semi-Urban,595735,644,1
51,Female,Mumbai,Urban,687551,682,1
41,Male,Coimbatore,Semi-Urban,894440,671,1
46,Female,Hyderabad,Urban,471644,724,0
60,Male,Chennai,Urban,363825,783,1
33,Male,Kochi,Semi-Urban,624414,651,1
43,Female,Mumbai,Urban,560553,578,1
40,Male,Bengaluru,Urban,581838,704,1
57,Male,Bengaluru,Urban,515400,700,1
48,Male,Coimbatore,Semi-Urban,432031,589,0
37,Male,Kochi,Semi-Urban,786850,630,1
48,Female,Mumbai,Urban,595918,658,1
61,Male,Madurai,Semi-Urban,1049094,737,1
22,Male,Mumbai,Urban,392003,628,0
45,Male,Trivandrum,Semi-Urban,1001270,666,1
61,Female,Madurai,Semi-Urban,658500,581,0
26,Male,Coimbatore,Semi-Urban,603708,704,1
31,Male,Delhi,Urban,379866,617,1
58,Male,Kochi,Semi-Urban,467486,788,0
26,Male,Mumbai,Urban,851726,637,1
31,Male,Kochi,Semi-Urban,66897,727,1
34,Male,Chennai,Urban,240955,706,1
22,Male,Mumbai,Urban,277623,636,0
60,Male,Chennai,Urban,834207,735,1
23,Male,Bengaluru,Urban,736147,578,1
55,Female,Delhi,Urban,397395,678,0
53,Female,Madurai,Semi-Urban,505676,715,0
44,Male,Bengaluru,Urban,625966,667,1
39,Male,Chennai,Urban,803934,622,1
38,Female,Mumbai,Urban,397385,758,1
44,Female,Kochi,Semi-Urban,626640,673,1
55,Male,Chennai,Urban,531140,652,1
21,Female,Bengaluru,Urban,579403,624,0
56,Male,Delhi,Urban,420702,684,1
45,Male,Coimbatore,Semi-Urban,641964,669,1
63,Female,Bengaluru,Urban,443510,665,0
54,Female,Hyderabad,Urban,619096,762,1
45,Female,Kochi,Semi-Urban,912499,761,1
36,Male,Bengaluru,Urban,808744,692,1
54,Male,Chennai,Urban,877961,714,1
49,Female,Delhi,Urban,663284,605,0
39,Male,Pune,Urban,826567,684,1
43,Male,Hyderabad,Urban,239555,693,1
39,Male,Mumbai,Urban,261082,669,1
45,Male,Mumbai,Urban,398997,658,1
36,Male,Madurai,Semi-Urban,412798,640,0
29,Female,Bengaluru,Urban,809582,681,1
21,Female,Delhi,Urban,298254,737,0
62,Male,Coimbatore,Semi-Urban,328651,745,0
39,Female,Pune,Urban,575620,679,1
53,Male,Trivandrum,Semi-Urban,627398,733,1
54,Female,Hyderabad,Urban,775009,633,0
36,Male,Mumbai,Urban,546520,708,1
64,Female,Hyderabad,Urban,563457,674,1
60,Female,Delhi,Urban,777439,645,0
38,Male,Trivandrum,Semi-Urban,420020,787,1
54,Male,Coimbatore,Semi-Urban,624533,656,1
45,Female,Mumbai,Urban,713991,661,1
26,Male,Trivandrum,Semi-Urban,525922,657,1
41,Female,Madurai,Semi-Urban,772135,697,1
26,Female,Pune,Urban,428647,747,0
52,Male,Trivandrum,Semi-Urban,912470,622,0
61,Female,Kochi,Semi-Urban,537052,703,0
63,Female,Delhi,Urban,512196,697,1
59,Female,Chennai,Urban,307830,599,0
51,Male,Bengaluru,Urban,375981,747,1
62,Male,Mumbai,Urban,437679,693,1
30,Male,Chennai,Urban,374407,716,1
50,Female,Delhi,Urban,363495,576,0
38,Female,Kochi,Semi-Urban,608773,753,1
44,Female,Delhi,Urban,720228,782,1
29,Male,Bengaluru,Urban,655914,672,1
51,Male,Bengaluru,Urban,-39380,643,0
35,Female,Bengaluru,Urban,391702,557,0
24,Female,Chennai,Urban,827418,615,0
60,Female,Pune,Urban,331264,721,0
29,Female,Hyderabad,Urban,575789,678,1
29,Female,Hyderabad,Urban,380767,604,0
46,Female,Bengaluru,Urban,861080,756,1
24,Female,Kochi,Semi-Urban,441088,646,0
37,Male,Kochi,Semi-Urban,737554,606,1
36,Female,Chennai,Urban,455119,682,1
35,Female,Madurai,Semi-Urban,114828,705,0
55,Male,Coimbatore,Semi-Urban,694193,613,0
25,Male,Chennai,Urban,216166,664,1
25,Male,Mumbai,Urban,417348,756,1
40,Male,Mumbai,Urban,973177,612,1
35,Male,Hyderabad,Urban,1225946,697,1
38,Male,Coimbatore,Semi-Urban,604023,664,1
22,Male,Bengaluru,Urban,421713,706,1
49,Male,Mumbai,Urban,605183,627,1
33,Female,Mumbai,Urban,337190,691,1
24,Male,Mumbai,Urban,515558,632,1
62,Male,Madurai,Semi-Urban,920477,579,0
30,Male,Chennai,Urban,641893,609,1
51,Male,Bengaluru,Urban,315519,669,1
61,Male,Kochi,Semi-Urban,681287,691,1
28,Female,Chennai,Urban,257671,740,1
23,Female,Bengaluru,Urban,224627,697,0
29,Male,Mumbai,Urban,753151,757,1
50,Female,Chennai,Urban,447251,669,0
31,Male,Hyderabad,Urban,914698,707,1
55,Female,Chennai,Urban,389125,630,0
57,Female,Bengaluru,Urban,845503,695,1
62,Male,Delhi,Urban,928314,661,1
33,Female,Bengaluru,Urban,631122,655,1
56,Female,Pune,Urban,539480,683,1
33,Female,Hyderabad,Urban,479909,609,0
32,Female,Trivandrum,Semi-Urban,492425,696,0
57,Female,Coimbatore,Semi-Urban,279613,715,0
30,Male,Hyderabad,Urban,728142,644,1
29,Female,Trivandrum,Semi-Urban,721125,689,1
27,Female,Coimbatore,Semi-Urban,554111,742,0
22,Female,Chennai,Urban,605990,717,1
43,Female,Pune,Urban,509211,673,1
59,Male,Bengaluru,Urban,356715,699,1
60,Male,Chennai,Urban,339193,754,1
59,Male,Coimbatore,Semi-Urban,486321,692,0
41,Male,Chennai,Urban,521487,727,1
43,Male,Trivandrum,Semi-Urban,831099,719,1
49,Female,Madurai,Semi-Urban,733693,684,0
34,Female,Pune,Urban,908067,744,1
46,Female,Mumbai,Urban,738031,629,0
25,Male,Pune,Urban,283006,701,1
51,Female,Mumbai,Urban,303089,652,0
45,Female,Chennai,Urban,387963,724,1
51,Female,Delhi,Urban,529460,679,1
40,Male,Kochi,Semi-Urban,444758,727,1
64,Male,Mumbai,Urban,738401,718,1
37,Female,Delhi,Urban,835700,658,1
22,Male,Mumbai,Urban,358340,706,1
45,Female,Delhi,Urban,271418,702,1
33,Female,Pune,Urban,928878,669,1
59,Female,Mumbai,Urban,646285,723,1
48,Female,Chennai,Urban,492932,674,0
62,Female,Trivandrum,Semi-Urban,916314,641,0
26,Female,Hyderabad,Urban,849039,694,1
23,Male,Coimbatore,Semi-Urban,481672,702,0
55,Male,Bengaluru,Urban,774088,531,1
38,Male,Hyderabad,Urban,830460,799,1
31,Male,Bengaluru,Urban,767711,821,1
40,Male,Bengaluru,Urban,853625,638,1
25,Male,Kochi,Semi-Urban,410092,710,0
39,Female,Hyderabad,Urban,605222,626,1
42,Male,Madurai,Semi-Urban,929095,596,1
39,Male,Delhi,Urban,522039,657,1
36,Female,Hyderabad,Urban,470973,610,0
44,Female,Trivandrum,Semi-Urban,622209,706,1
61,Female,Kochi,Semi-Urban,283392,723,0
24,Female,Coimbatore,Semi-Urban,665274,768,0
35,Male,Kochi,Semi-Urban,266819,682,1
45,Male,Chennai,Urban,853352,723,1
64,Male,Kochi,Semi-Urban,275769,699,0
55,Male,Mumbai,Urban,769845,694,1
34,Male,Mumbai,Urban,454058,630,1
39,Female,Pune,Urban,388455,668,1
58,Male,Hyderabad,Urban,605248,661,1
56,Male,Kochi,Semi-Urban,659864,709,1
27,Male,Hyderabad,Urban,618408,574,1
50,Female,Bengaluru,Urban,667986,732,1
39,Male,Mumbai,Urban,738203,666,1
45,Male,Delhi,Urban,197781,646,1
36,Male,Mumbai,Urban,627045,697,1
60,Male,Mumbai,Urban,327210,678,1
28,Male,Coimbatore,Semi-Urban,346295,687,1
38,Male,Bengaluru,Urban,379939,745,1
48,Male,Hyderabad,Urban,205495,590,0
36,Female,Coimbatore,Semi-Urban,597790,610,0
39,Male,Pune,Urban,246566,652,1
62,Female,Mumbai,Urban,681011,749,1
37,Male,Madurai,Semi-Urban,903751,719,1
33,Male,Chennai,Urban,912962,673,1
27,Male,Chennai,Urban,381799,710,1
47,Male,Coimbatore,Semi-Urban,362563,721,0
30,Male,Madurai,Semi-Urban,756259,705,1
54,Male,Chennai,Urban,611334,734,1
56,Female,Bengaluru,Urban,585186,688,1
45,Female,Bengaluru,Urban,338423,704,1
26,Female,Chennai,Urban,624083,704,1
44,Male,Trivandrum,Semi-Urban,773018,659,1
38,Female,Mumbai,Urban,445486,673,1
43,Male,Mumbai,Urban,692754,705,1
26,Female,Delhi,Urban,631935,631,0
49,Male,Madurai,Semi-Urban,469447,643,0
45,Male,Bengaluru,Urban,589781,666,1
37,Female,Trivandrum,Semi-Urban,390682,682,0
44,Female,Pune,Urban,771170,679,1
31,Male,Chennai,Urban,394062,679,1
46,Male,Coimbatore,Semi-Urban,480419,686,0
54,Male,Trivandrum,Semi-Urban,780514,668,1
48,Female,Bengaluru,Urban,495320,645,0
23,Male,Chennai,Urban,412827,681,1
31,Female,Delhi,Urban,636737,711,1
58,Male,Mumbai,Urban,959059,723,1
34,Male,Delhi,Urban,832817,580,1
46,Female,Chennai,Urban,722032,630,0
41,Male,Kochi,Semi-Urban,798839,727,1
59,Male,Chennai,Urban,703276,666,1
50,Male,Hyderabad,Urban,645741,588,1
28,Female,Hyderabad,Urban,782803,741,1
40,Female,Kochi,Semi-Urban,669415,730,1
52,Female,Bengaluru,Urban,589349,620,0
42,Female,Chennai,Urban,637268,621,1
27,Female,Chennai,Urban,666419,829,1
29,Male,Bengaluru,Urban,661269,634,1
21,Male,Chennai,Urban,672999,740,1
49,Female,Delhi,Urban,402615,757,0
28,Female,Trivandrum,Semi-Urban,558630,607,0
24,Male,Kochi,Semi-Urban,346630,634,0
55,Male,Mumbai,Urban,652533,731,1
23,Male,Bengaluru,Urban,668831,611,1
60,Male,Pune,Urban,863621,626,1
27,Male,Chennai,Urban,660066,670,1
47,Female,Kochi,Semi-Urban,525940,673,0
21,Male,Madurai,Semi-Urban,515722,734,1
47,Female,Trivandrum,Semi-Urban,729141,708,0
36,Female,Chennai,Urban,463782,690,1
58,Female,Hyderabad,Urban,630654,672,1
27,Male,Bengaluru,Urban,790730,627,1
64,Male,Kochi,Semi-Urban,1004965,740,1
43,Male,Kochi,Semi-Urban,831110,686,1
61,Male,Trivandrum,Semi-Urban,494918,712,0
31,Male,Bengaluru,Urban,450730,691,1
62,Female,Coimbatore,Semi-Urban,726038,685,0
53,Male,Trivandrum,Semi-Urban,557230,685,1
56,Female,Bengaluru,Urban,304220,680,0
57,Female,Hyderabad,Urban,1118465,672,1
61,Female,Kochi,Semi-Urban,634602,650,0
37,Female,Mumbai,Urban,849861,706,1
55,Male,Bengaluru,Urban,533306,736,1
25,Female,Bengaluru,Urban,593728,692,1
52,Male,Coimbatore,Semi-Urban,630309,760,1
23,Female,Chennai,Urban,545433,656,1
55,Male,Chennai,Urban,448145,787,1
34,Male,Coimbatore,Semi-Urban,1039505,702,1
51,Male,Kochi,Semi-Urban,670991,541,0
51,Male,Delhi,Urban,284405,775,1
37,Male,Mumbai,Urban,620340,632,1
44,Male,Delhi,Urban,312247,690,1
43,Female,Delhi,Urban,430869,705,1
38,Male,Pune,Urban,621361,683,1
34,Male,Chennai,Urban,707853,674,1
35,Male,Chennai,Urban,95365,647,1
35,Male,Bengaluru,Urban,943168,654,1
26,Male,Kochi,Semi-Urban,468231,739,0
47,Female,Delhi,Urban,555086,629,0
35,Male,Bengaluru,Urban,906706,682,1
56,Male,Hyderabad,Urban,942297,715,1
28,Male,Chennai,Urban,476090,627,1
35,Male,Hyderabad,Urban,812640,703,1
23,Male,Pune,Urban,631744,732,1
33,Female,Kochi,Semi-Urban,1130901,697,1
61,Male,Bengaluru,Urban,465331,736,1
54,Male,Chennai,Urban,929939,677,1
44,Female,Bengaluru,Urban,482961,637,0
60,Male,Trivandrum,Semi-Urban,385276,672,0
52,Female,Mumbai,Urban,539334,611,0
52,Male,Pune,Urban,271886,798,1
50,Male,Trivandrum,Semi-Urban,413799,679,0
33,Female,Delhi,Urban,535974,585,1
21,Male,Coimbatore,Semi-Urban,549380,647,0
54,Female,Trivandrum,Semi-Urban,783283,669,0
35,Male,Chennai,Urban,764370,616,1
64,Female,Delhi,Urban,592888,615,0
34,Female,Delhi,Urban,252555,662,1
49,Female,Mumbai,Urban,173012,707,0
54,Female,Chennai,Urban,494017,727,0
38,Female,Chennai,Urban,432899,735,1
27,Male,Hyderabad,Urban,481653,650,0
49,Male,Bengaluru,Urban,924403,546,1
51,Male,Madurai,Semi-Urban,478539,768,0
45,Male,Kochi,Semi-Urban,426913,669,1
58,Female,Kochi,Semi-Urban,599303,658,0
34,Male,Delhi,Urban,496022,741,1
28,Male,Kochi,Semi-Urban,719409,664,1
47,Female,Pune,Urban,649111,704,1
22,Male,Hyderabad,Urban,970728,692,1
37,Male,Trivandrum,Semi-Urban,541633,618,1
57,Male,Hyderabad,Urban,986194,625,1
34,Male,Madurai,Semi-Urban,739580,668,1
45,Female,Madurai,Semi-Urban,706105,679,1
50,Male,Madurai,Semi-Urban,202326,648,0
49,Male,Bengaluru,Urban,172156,648,0
40,Female,Hyderabad,Urban,278009,676,1
41,Male,Bengaluru,Urban,642713,644,1
42,Female,Mumbai,Urban,750847,724,1
55,Female,Mumbai,Urban,706914,695,1
57,Male,Chennai,Urban,607557,653,1
36,Male,Trivandrum,Semi-Urban,780671,709,1
63,Male,Chennai,Urban,838888,746,1
37,Female,Madurai,Semi-Urban,538335,688,1
36,Male,Chennai,Urban,711637,607,1
22,Male,Hyderabad,Urban,676800,758,1
24,Female,Kochi,Semi-Urban,761265,763,0
41,Male,Delhi,Urban,665518,741,1
59,Male,Bengaluru,Urban,652815,711,1
54,Female,Coimbatore,Semi-Urban,479121,705,0
50,Male,Delhi,Urban,641128,687,1
26,Female,Madurai,Semi-Urban,532054,684,0
37,Female,Madurai,Semi-Urban,386195,621,0
59,Male,Delhi,Urban,659997,622,1
45,Female,Madurai,Semi-Urban,395502,636,0
25,Male,Coimbatore,Semi-Urban,591396,579,0
25,Female,Pune,Urban,526741,617,0
40,Male,Madurai,Semi-Urban,487528,679,1
36,Male,Coimbatore,Semi-Urban,881065,568,1
61,Male,Mumbai,Urban,927657,632,1
57,Male,Chennai,Urban,540629,668,1
60,Female,Madurai,Semi-Urban,799468,641,0
29,Female,Trivandrum,Semi-Urban,283710,663,0
25,Female,Hyderabad,Urban,363678,694,0
62,Male,Hyderabad,Urban,587781,728,1
22,Male,Kochi,Semi-Urban,386680,643,0
29,Female,Mumbai,Urban,675127,664,1
63,Male,Bengaluru,Urban,657507,569,1
56,Female,Bengaluru,Urban,590514,709,1
42,Female,Trivandrum,Semi-Urban,1073441,636,0
42,Male,Hyderabad,Urban,673603,697,1
42,Female,Mumbai,Urban,715206,664,1
54,Female,Trivandrum,Semi-Urban,697110,791,0
49,Female,Trivandrum,Semi-Urban,419801,771,0
58,Male,Chennai,Urban,990049,711,1
53,Male,Bengaluru,Urban,319222,701,1
38,Male,Delhi,Urban,657016,692,1
27,Male,Trivandrum,Semi-Urban,748868,656,1
21,Male,Bengaluru,Urban,796728,641,1
53,Female,Hyderabad,Urban,537755,632,0
21,Female,Madurai,Semi-Urban,748695,648,0
44,Male,Pune,Urban,390339,700,1
24,Male,Mumbai,Urban,934086,668,1
24,Female,Bengaluru,Urban,567410,577,0
38,Male,Chennai,Urban,500657,808,1
47,Female,Chennai,Urban,472438,671,0
63,Female,Chennai,Urban,659484,787,1
52,Female,Mumbai,Urban,283985,659,0
53,Female,Delhi,Urban,776951,667,1
48,Female,Bengaluru,Urban,480578,726,0
62,Male,Madurai,Semi-Urban,860889,665,1
61,Male,Kochi,Semi-Urban,351511,700,0
56,Male,Delhi,Urban,626409,663,1
26,Male,Pune,Urban,710776,656,1
36,Female,Kochi,Semi-Urban,732443,756,1
54,Male,Pune,Urban,496657,619,0
43,Female,Hyderabad,Urban,353054,654,1
62,Male,Chennai,Urban,508612,771,1
44,Male,Delhi,Urban,833331,663,1
33,Female,Mumbai,Urban,1018455,606,1
38,Male,Chennai,Urban,275423,710,1
33,Female,Trivandrum,Semi-Urban,452402,678,0
57,Female,Bengaluru,Urban,253516,702,0
63,Male,Trivandrum,Semi-Urban,490324,683,0
59,Male,Mumbai,Urban,472417,624,0
62,Male,Kochi,Semi-Urban,360892,691,0
37,Female,Mumbai,Urban,932601,743,1
35,Female,Pune,Urban,829373,654,1
38,Male,Hyderabad,Urban,648678,635,1
43,Female,Pune,Urban,577950,671,1
50,Male,Bengaluru,Urban,778500,669,1
54,Female,Kochi,Semi-Urban,399698,663,0
24,Female,Mumbai,Urban,647675,741,1
23,Female,Coimbatore,Semi-Urban,478959,692,0
27,Female,Coimbatore,Semi-Urban,1068699,762,0
38,Male,Coimbatore,Semi-Urban,328366,691,1
62,Female,Bengaluru,Urban,545556,698,1
